case_id,client_ref,district,intake_date,closure_date,status,category,priority,caseworker_id,contact_count
CC-2023-13243,Sarah Okonkwo,Weybridge,"July 20, 2023","August 9, 2023",Closed,std,,W220,4
CC-2024-10996,Melissa Rasmussen,Weybridge,"January 26, 2024","February 10, 2024",Closed,Standard,,W210,6
CC-2024-21840,Michael Alvarez,Weybridge,2024-07-18,2024-09-19,Closed,Review,Medium,W189,7
CC-2025-20286,Jessica Vance,Northgate,"November 5, 2025",,Open,complex case,Medium,W233,4
 CC-2023-17573 ,RONALD QUILL,Weybridge,2023-12-30,2024-01-27,Closed,Standard,,W242,3
CC-2024-17367,Barbara Zamora,Northgate,2024-06-10,2024-07-18,Closed,Std.,High,W158,0
CC-2025-18584,Margaret Danvers,Calder Central,2025-10-23,2025-12-31,Closed,Appeal,Low,W257,5
CC-2025-14863,Paul Jarrett,Calder Central,09/02/2025,11/06/2025,Closed,Complex,Low,W226,4
CC-2023-21608,Amanda Sedgwick,Weybridge,2023-06-01,2023-09-27,Closed,cmplx,,W234,4
CC-2024-23407,Robert Pemberton,Ash Hill,2024-05-11,2024-06-24,Closed,Appeal,Low,W128,8
CC-2023-10408,Joseph Nakamura,Calder Central,09/17/2023,10/01/2023,Closed,Review,,W221,2
CC 2023 15220,SUSAN QUILL,Calder Central,2023-07-19,2023-09-14,Closed,Appeal,,W119,1
CC-2025-13721,Linda Marsh,Northgate,11/18/2025,12/17/2025,Closed,std,Medium,W209,1
CC-2025-14732,Joshua Yeardley,Weybridge,07/27/2025,,Open,Review,High,W202,2
CC-2024-17151,Thomas Bennett,Ash Hill,"April 20, 2024","June 8, 2023",Closed,standard - no issues,Medium,W205,3
CC-2024-10416,Lisa Delgado,Ash Hill,12/27/2024,01/10/2025,Closed,Standard,Low,W225,2
CC-2023-15051,Stephanie Quill,Weybridge,09/23/2023,11/04/2023,Closed,normal,,W190,4
CC-2025-14795,Ashley Hollis,Northgate,05/22/2025,06/07/2025,Closed,Standard,Low,W129,2
CC-2023-14503,Kimberly Eastwood,Northgate,2023-05-22,2023-07-17,Closed,Appeal,,W214,4
CC-2023-14575,Ashley Carver,Ash Hill,04/30/2023,06/19/2023,Closed,Standard case,,W101,0
CC-2023-19010,Jeffrey Whitlock,Northgate,2023-10-07,2023-10-20,Closed,Standard,,W217,3
CC-2023-23888,Maria Thorne,Ash Hill,2023-07-29,2023-09-03,Closed,Review,,W127,3
CC-2024-13513,Elizabeth Carver,Weybridge,04/20/2024,06/06/2024,Closed,routine,Low,W132,7
CC-2024-11718,Steven Ellery,Northgate,2024-04-23,2024-05-25,Closed,Standard,Low,W197,6
CC-2023-22659,George Sedgwick,Northgate,2023-09-30,2023-11-20,Closed,periodic review,,W160,6
CC-2024-19417,Ashley Delgado,Calder Central,05/24/2024,06/08/2024,Closed,Standard,Medium,W186,3
CC-2024-22070,Paul Iverson,Calder Central,"March 21, 2024","April 11, 2024",Closed,Standard,High,W165,5
CC-2025-15497,Ashley Nakamura,Northgate,2025-07-26,2025-08-07,Closed,Standard,Medium,W252,6
CC-2024-23482,Jessica Nakamura,Calder Central,01/18/2024,02/06/2024,Closed,standard,,W189,6
CC-2025-18513,Kenneth Rasmussen,Calder Central,2025-10-24,2025-11-30,Closed,Standard,Medium,W121,0
CC-2024-19527,Kevin Thorne,Calder Central,2024-07-07,2024-08-23,Closed,Review,Low,W155,4
CC-2024-20864,Ashley Ashford,Weybridge,2024-07-02,2024-07-25,Closed,Standard,Medium,W253,4
CC-2023-13548,Karen Danvers,Northgate,2023-02-02,2023-02-10,Closed,Expedited - urgent,,W235,4
CC-2023-20029,Maria Yeardley,Calder Central,03/09/2023,04/12/2023,Closed,Std.,,W100,1
CC-2023-15076,Elizabeth Thorne,Ash Hill,2023-01-02,2023-01-31,Closed,Standard,,W135,4
cc-2023-18934,Edward Blackwood,Calder Central,01/17/2023,02/07/2023,Closed,Standard,,W128,6
CC-2024-19845,Charles Hollis,Northgate,2024-03-29,2024-04-25,Closed,Review,Low,W219,5
CC-2025-19409,Kimberly Hollis,Calder Central,2025-08-02,2025-09-24,Closed,Standard,High,W154,2
CC-2025-18707,George Jarrett,Weybridge,2025-10-03,,Open,Complex,Medium,W157,2
CC-2024-24080,Sarah Carver,Weybridge,2024-03-31,2024-04-12,Closed,Standard,Medium,W114,6
CC-2025-10658,William Rasmussen,Calder Central,2025-04-26,2025-08-18,Closed,Complex,Medium,W177,2
CC-2024-18053,Jennifer Iverson,Weybridge,04/04/2024,08/24/2024,Closed,Complex - multi agency,Medium,W177,6
CC-2023-19212,Carol Fowler,Weybridge,2023-06-19,2023-07-31,Closed,Standard,,W106,2
CC-2023-23043,Jessica Hollis,Weybridge,2023-05-11,2023-05-24,Closed,Standard,,W108,6
CC-2023-13846,Donna Whitlock,Northgate,2023-05-28,2023-07-09,Closed,Appeal,,W181,1
CC-2023-21478,Charles Grady,Northgate,2023-02-18,2023-03-13,Closed,Review,,W181,5
CC-2025-10461,Sarah Bennett,Northgate,04/25/2025,06/15/2025,Closed,Complex,High,W103,4
CC-2025-14801,Steven Nakamura,Northgate,02/16/2025,03/07/2025,Closed,Standard,Low,W162,6
CC-2023-22983,Mark Delgado,Ash Hill,11/22/2023,12/10/2023,Closed,Appeal,,W176,4
CC-2023-22738,David Thorne,Weybridge,2023-08-09,2024-07-01,Closed,Standard,,W152,3
CC-2024-18632,Karen Carver,Northgate,2024-03-03,2024-03-26,Closed,Expedited,Medium,W253,4
CC-2024-14922,Elizabeth Quill,Northgate,03/14/2024,06/04/2024,Closed,Complex,Medium,W225,5
CC-2023-23017,Maria Underhill,Northgate,2023-12-01,2024-01-06,Closed,exp,,W192,0
CC-2025-13699,David Sedgwick,Calder Central,01/11/2025,02/07/2025,Closed,Standard,Low,W120,6
CC-2025-17889,Margaret Iverson,Calder Central,2025-02-12,2025-03-10,Closed,STANDARD,Low,W259,3
CC-2025-12334,Jason Iverson,Northgate,05/31/2025,06/08/2025,Closed,Expedited,Medium,W140,3
CC-2025-14796,Ashley Marsh,Calder Central,"December 29, 2025",,Open,rush,Medium,W189,5
CC-2025-14491,Carol Ellery,Calder Central,02/20/2025,03/11/2025,Closed,Standard,Low,W155,6
 CC-2023-12823 ,Kevin Blackwood,Ash Hill,04/07/2023,05/19/2023,Closed,standard - no issues,,W236,7
CC-2023-14061,Barbara Iverson,Calder Central,2023-02-19,2023-03-08,Closed,Standard,,W203,3
CC-2024-11442,Deborah Alvarez,Calder Central,06/20/2024,07/15/2024,Closed,REVIEW,Medium,W106,2
CC-2024-23036,Sarah Eastwood,Calder Central,2024-08-13,2024-09-29,Closed,Standard,Low,W189,4
CC-2025-14163,Jason Hollis,Weybridge,2025-11-20,,Open,Review,High,W160,0
CC-2025-21950,Jennifer Whitlock,Calder Central,2025-04-24,2025-07-02,Closed,Complex,Medium,W224,4
CC-2024-19521,Kevin Marsh,Weybridge,2024-04-13,2023-10-31,Closed,COMPLEX,Medium,W241,6
CC-2023-19458,Kimberly Fowler,Calder Central,2023-10-14,2023-11-05,Closed,Complex,,W131,3
CC-2025-12253,David Okonkwo,Calder Central,2025-11-26,,Open,Complex,Low,W188,2
CC-2024-22006,Betty Ashford,Calder Central,09/26/2024,05/29/2024,Closed,Expedited,Medium,W109,6
CC-2024-11774,Elizabeth Whitlock,Weybridge,2024-11-23,2025-07-07,Closed,Standard,Medium,W232,6
CC-2023-13900,Joseph Jarrett,Calder Central,2023-08-03,2023-10-03,Closed,Appeal,,W178,4
CC-2024-10960,James Hollis,Calder Central,2024-09-05,2024-12-25,Closed,Complex,Low,W203,6
CC-2024-18742,Ashley Thorne,Ash Hill,2024-02-17,2024-08-13,Closed,COMPLEX,,W121,4
CC-2024-17930,Melissa Blackwood,Calder Central,"December 25, 2024","July 1, 2024",Closed,Complex,Medium,W238,3
CC-2023-18668,Susan Crowley,Calder Central,2023-06-05,2023-08-11,Closed,Annual review,,W106,2
CC-2023-21465,Emily Danvers,Ash Hill,"December 2, 2023","December 30, 2023",Closed,periodic review,,W164,3
CC-2023-22347,Ashley Sedgwick,Calder Central,"June 12, 2023","July 3, 2023",Closed,std,,W119,4
CC-2023-22639,Carol Crowley,Calder Central,2023-10-15,2023-11-26,Closed,Appeal,,W223,0
CC-2025-14206,Maria Ashford,Northgate,2025-07-06,2024-07-01,Closed,Complex,Low,W163,4
CC-2025-23806,Jessica Ashford,Calder Central,2025-04-23,2025-05-04,Closed,Expedited,Low,W118,5
CC-2025-15843,Mark Iverson,Calder Central,2025-03-14,2025-04-26,Closed,Appeal,Medium,W232,0
 CC-2024-21650 ,DAVID NAKAMURA,Calder Central,2024-07-25,2024-08-20,Closed,Standard,Medium,W226,2
CC-2025-15046,Mark Grady,Northgate,2025-10-05,2025-10-29,Closed,Standard,Low,W116,0
CC-2023-21066,George Vance,Weybridge,"September 22, 2023","October 21, 2023",Closed,Annual review,,W181,2
CC-2025-23967,Lisa Whitlock,Calder Central,2025-01-24,2024-07-01,Closed,Standard,Medium,W107,4
CC-2025-19472,Daniel Marsh,Northgate,2025-06-17,2025-08-24,Closed,Review,High,W248,1
CC-2023-22465,Kenneth Whitlock,Northgate,2023-12-20,2024-07-01,Closed,Expedited,,W104,3
CC-2025-10098,Deborah Eastwood,Weybridge,08/30/2025,,Open,Complex,High,W247,6
CC-2025-13458,Robert Eastwood,Weybridge,12/03/2025,,Open,Standard,Low,W126,1
CC-2025-16963,Elizabeth Lindquist,Weybridge,2025-12-10,,Open,Complex,Medium,W131,0
CC-2024-17604,Jessica Lindquist,Ash Hill,2024-04-28,2024-05-20,Closed,Standard,Low,W168,2
CC-2025-13186,Amanda Thorne,Northgate,2025-10-13,2025-11-11,Closed,Standard,High,W181,8
CC-2024-14506,Kevin Quill,Weybridge,2024-10-30,2024-07-01,Closed,Standard,High,W146,8
CC-2024-23352,David Hollis,Ash Hill,2024-09-19,2024-10-23,Closed,app,High,W209,4
CC-2023-13479,Stephanie Alvarez,Ash Hill,2023-10-15,2023-11-01,Closed,Standard,,W199,3
CC-2024-19361,Michelle Iverson,Northgate,2024-10-28,2024-11-17,Closed,Standard,Medium,W192,3
CC-2024-20322,Betty Zamora,Northgate,"February 4, 2024","June 20, 2024",Closed,Complex,,W181,4
CC-2024-10439,Edward Crowley,Weybridge,2024-11-14,2024-11-29,Closed,Expedited,Low,W232,0
CC-2024-22400,Joshua Zamora,Northgate,04/24/2024,06/12/2024,Closed,Review,Medium,W174,3
CC-2025-19681,Ronald Ashford,Ash Hill,"February 17, 2025","March 10, 2025",Closed,Appeal - panel,Low,W118,6
CC-2024-23948,Sandra Danvers,Calder Central,2024-05-05,2024-05-16,Closed,Expedited,Medium,W112,3
CC-2024-10399,Richard Crowley,Calder Central,2024-02-15,2024-02-27,Closed,Expedited,,W238,4
CC-2023-15073,Nancy Carver,Northgate,"February 7, 2023","March 3, 2023",Closed,Review,,W166,6
CC-2023-14686,Deborah Rasmussen,Calder Central,2023-08-28,2023-09-25,Closed,Standard,,W130,4
CC-2024-21130,Maria Crowley,Weybridge,2024-05-17,2024-07-09,Closed,Appeal,Medium,W256,9
CC-2023-16059,Richard Jarrett,Ash Hill,07/28/2023,08/13/2023,Closed,Standard,,W181,1
CC-2024-18179,Edward Crowley,Ash Hill,2024-12-31,2025-02-03,Closed,routine,Low,W146,1
CC-2023-12620,JAMES MARSH,Ash Hill,2023-11-22,2024-01-30,Closed,Complex,,W259,8
CC-2023-20999,David Zamora,Calder Central,08/14/2023,10/02/2023,Closed,routine,,W197,4
CC-2023-17920,Thomas Ashford,Northgate,09/23/2023,10/19/2023,Closed,Standard,,W100,3
CC-2024-23636,Betty Fowler,Weybridge,2024-01-02,2024-07-01,Closed,Expedited,,W196,5
CC-2024-10704,Amanda Marsh,Calder Central,2024-05-01,2024-06-16,Closed,routine,Medium,W259,0
CC-2025-21900,Thomas Danvers,Weybridge,2025-01-03,2025-02-21,Closed,periodic review,Low,W248,5
CC-2023-17798,Stephanie Fowler,Calder Central,"September 5, 2023","July 1, 2024",Closed,routine,,W247,7
CC-2025-23589,Karen Fowler,Ash Hill,"January 19, 2025","March 11, 2025",Closed,Complex,High,W197,0
CC-2023-12183,Joshua Okonkwo,Northgate,"June 4, 2023","June 29, 2023",Closed,Standard,,W247,5
CC-2024-22981,Emily Eastwood,Northgate,01/05/2024,03/07/2024,Closed,Complex,,W202,8
CC-2025-18914,Maria Ellery,Calder Central,2025-11-01,,Open,Complex,Low,W183,6
CC-2025-14177,Amanda Pemberton,Calder Central,06/24/2025,08/06/2025,Closed,normal,Low,W129,4
CC-2025-12545,Joseph Zamora,Calder Central,2025-04-27,2025-07-14,Closed,multi-agency,Low,W129,0
CC-2025-22219,Emily Thorne,Calder Central,2025-04-08,2025-10-04,Closed,Complex,High,W127,5
CC-2025-23405,Carol Pemberton,Calder Central,2025-03-08,2025-04-05,Closed,Standard,Medium,W156,1
CC-2025-22864,Thomas Quill,Ash Hill,"April 26, 2025","May 29, 2025",Closed,Standard,Low,W161,8
CC-2023-14817,Amanda Okonkwo,Northgate,2023-03-24,2023-04-16,Closed,Standard,,W243,3
CC-2023-11890,Richard Vance,Calder Central,2023-09-27,2023-10-13,Closed,12 month review,,W122,7
CC-2024-22545,Jessica Grady,Calder Central,2024-06-11,2024-07-15,Closed,normal,Medium,W109,0
CC-2025-11952,Ronald Carver,Ash Hill,02/05/2025,03/26/2025,Closed,Complex,Medium,W251,4
CC-2023-21342,Barbara Danvers,Calder Central,2023-04-03,2023-05-30,Closed,Appeal,,W248,0
CC-2023-10044,Maria Ellery,Weybridge,04/29/2023,06/19/2023,Closed,Standard,,W230,4
CC-2025-19235,Susan Delgado,Ash Hill,07/02/2025,07/18/2025,Closed,Annual review,High,W239,1
CC-2024-19765,Elizabeth Grady,Calder Central,2024-03-08,2024-04-17,Closed,Complex,High,W249,5
CC-2025-19023,Paul Marsh,Ash Hill,2025-05-15,2025-05-22,Closed,Standard,Low,W132,5
CC-2025-15347,Emily Crowley,Northgate,2025-07-25,2025-08-21,Closed,Std.,High,W256,6
CC-2024-15557,Anthony Sedgwick,Weybridge,2024-08-11,2024-10-06,Closed,routine,Low,W204,9
CC-2024-23442,Timothy Iverson,Calder Central,2024-03-01,2024-08-28,Closed,complex case,Low,W247,2
CC-2023-17280,Robert Okonkwo,Northgate,2023-04-20,2023-06-09,Closed,Complex,,W233,1
CC-2024-23727,Stephanie Blackwood,Calder Central,07/23/2024,08/17/2024,Closed,Standard,Medium,W145,3
CC-2024-13102,Carol Ashford,Ash Hill,2024-10-23,2024-12-13,Closed,Complex,Medium,W229,3
CC-2024-20482,George Jarrett,Calder Central,"December 18, 2024","March 30, 2025",Closed,Appeal,Medium,W236,2
CC-2025-21221,Margaret Carver,Ash Hill,2025-03-24,2024-07-01,Closed,exp,Low,W185,2
CC-2024-23283,Richard Jarrett,Calder Central,"March 8, 2024","March 24, 2024",Closed,Standard,Medium,W134,8
CC-2023-24172,Sandra Marsh,Calder Central,06/22/2023,11/03/2023,Closed,Complex,,W213,0
CC-2024-20316,Lisa Underhill,Ash Hill,2024-12-22,2025-02-05,Closed,Complex,Low,W195,0
CC-2023-22074,Jeffrey Underhill,Calder Central,2023-11-24,2024-07-01,Closed,Standard,,W169,7
CC-2024-16815,Barbara Crowley,Weybridge,04/24/2024,06/30/2024,Closed,Complex,Medium,W256,2
CC-2024-18272,Jessica Thorne,Calder Central,2024-09-26,2024-10-23,Closed,Expedited,Low,W119,1
CC-2025-14820,Daniel Thorne,Northgate,2025-08-31,2025-09-17,Closed,normal,Low,W223,4
CC-2023-16548,JEFFREY ALVAREZ,Weybridge,11/16/2023,02/28/2024,Closed,Complex,,W216,6
CC-2023-23841,Steven Okonkwo,Ash Hill,2023-06-18,2023-07-07,Closed,standard - no issues,,W181,2
CC-2024-19448,David Jarrett,Calder Central,"March 9, 2024","April 6, 2024",Closed,Standard,High,W182,4
CC-2025-15918,Betty Bennett,Northgate,2025-03-01,2024-07-01,Closed,Standard,Medium,W158,1
CC-2025-16716,Jeffrey Lindquist,Northgate,07/17/2025,11/17/2025,Closed,Complex,Medium,W224,8
CC-2025-20874,Patricia Grady,Northgate,2025-03-16,2025-04-13,Closed,std,Low,W210,3
CC-2025-20025,Margaret Crowley,Weybridge,2025-04-02,2025-07-21,Closed,Appeal,Low,W187,2
CC-2025-11793,Ashley Marsh,Calder Central,2025-10-17,2025-12-06,Closed,Annual review,Low,W208,3
CC-2025-18818,Andrew Eastwood,Calder Central,11/12/2025,12/10/2025,Closed,Standard,Medium,W219,4
CC-2024-20549,Michelle Jarrett,Weybridge,2024-10-18,2025-02-05,Closed,Appeal - panel,Medium,W198,2
CC-2023-21281,Kevin Danvers,Northgate,"October 15, 2023","July 1, 2024",Closed,Standard case,,W138,4
CC-2024-18038,Mark Jarrett,Calder Central,2024-09-14,2024-10-25,Closed,Review,Medium,W160,5
CC-2025-17438,Charles Marsh,Weybridge,"October 8, 2025",,Open,Complex,Medium,W235,1
CC-2023-18600,Joseph Crowley,Calder Central,2023-08-22,2023-09-08,Closed,standard - no issues,,W195,4
CC-2025-13692,Betty Sedgwick,Weybridge,2025-04-05,2025-08-09,Closed,Standard,Low,W196,2
CC-2023-18015,Michelle Bennett,Northgate,2023-04-09,2023-06-13,Closed,Complex,,W114,4
CC-2024-11183,Sarah Vance,Calder Central,"December 3, 2024","January 14, 2025",Closed,normal,Medium,W102,4
CC-2024-16910,Paul Fowler,Ash Hill,2024-10-11,2024-11-28,Closed,Complex (referred),Medium,W176,0
CC-2023-11239,Michelle Marsh,Weybridge,10/23/2023,12/02/2023,Closed,standard,,W243,4
CC-2024-17817,George Ashford,Ash Hill,"May 27, 2024","July 21, 2024",Closed,complex case,Low,W157,6
CC-2024-10765,Betty Thorne,Northgate,04/16/2024,05/21/2024,Closed,Review,Low,W103,3
CC-2023-22126,Donna Carver,Ash Hill,"September 23, 2023","November 19, 2023",Closed,Appeal,,W122,4
CC-2023-20361,Mark Underhill,Weybridge,2023-12-11,2024-02-16,Closed,standard,,W195,5
CC-2023-20383,Michael Lindquist,Weybridge,2023-10-25,2023-11-04,Closed,Expedited,,W249,1
CC-2024-10967,Emily Jarrett,Northgate,12/03/2024,01/11/2025,Closed,Standard,Low,W165,5
CC-2023-12737,Margaret Lindquist,Weybridge,02/27/2023,05/06/2023,Closed,Review,,W215,0
CC-2023-11526,James Rasmussen,Calder Central,12/28/2023,02/02/2024,Closed,Standard,,W175,4
CC-2025-21701,Jessica Hollis,Calder Central,2025-07-07,2025-09-10,Closed,complex case,Medium,W260,2
CC-2023-19016,Margaret Vance,Ash Hill,02/09/2023,02/20/2023,Closed,Expedited,,W240,3
CC-2024-24072,Melissa Sedgwick,Ash Hill,2024-02-19,2024-04-22,Closed,COMPLEX,,W145,3
CC-2024-10132,Nancy Marsh,Northgate,06/10/2024,07/30/2024,Closed,Standard,High,W228,5
CC-2025-19817,Robert Lindquist,Weybridge,05/12/2025,07/01/2025,Closed,Standard,Medium,W165,5
CC-2023-19956,Robert Iverson,Calder Central,11/03/2023,12/12/2023,Closed,Standard,,W119,2
CC-2025-12735,Daniel Delgado,Northgate,2025-06-08,2025-08-12,Closed,periodic review,Low,W137,2
CC-2024-13901,Jessica Ashford,Northgate,07/09/2024,10/14/2024,Closed,Complex,Low,W238,2
CC202522532,Michelle Okonkwo,Northgate,11/06/2025,12/06/2025,Closed,Standard,Low,W168,7
CC-2025-23138,Timothy Kessler,Ash Hill,07/21/2025,08/16/2025,Closed,periodic review,High,W177,4
CC-2023-21573,Kimberly Blackwood,Weybridge,2023-09-18,2023-10-01,Closed,Standard,,W223,4
CC-2024-13117,PATRICIA GRADY,Northgate,2024-08-13,2024-09-26,Closed,normal,Medium,W240,5
CC202321033,Charles Marsh,Northgate,2023-12-31,2024-03-17,Closed,COMPLEX,,W191,5
CC-2023-13052,Jessica Sedgwick,Calder Central,05/12/2023,08/28/2023,Closed,complex,,W141,6
CC-2023-11336,Kimberly Yeardley,Weybridge,2023-06-30,2023-08-21,Closed,Complex,,W159,7
CC-2023-15261,Daniel Bennett,Calder Central,2023-02-12,2023-03-07,Closed,STANDARD,,W120,3
CC-2023-23098,Joseph Rasmussen,Calder Central,2023-09-06,2023-11-02,Closed,Standard,,W106,6
CC-2023-10497,Donna Crowley,Calder Central,04/20/2023,06/10/2023,Closed,multi-agency,,W206,9
CC-2023-15224,Jason Pemberton,Calder Central,08/21/2023,08/31/2023,Closed,Expedited,,W201,5
CC-2024-13200,Steven Delgado,Ash Hill,"December 20, 2024","January 15, 2025",Closed,Standard case,High,W221,2
CC-2023-20584,Timothy Kessler,Calder Central,2023-02-10,2024-07-01,Closed,Appeal,,W221,5
CC-2023-17095,Jason Danvers,Calder Central,"January 21, 2023","June 17, 2023",Closed,Complex,,W175,7
CC-2025-15392,Robert Underhill,Calder Central,"June 7, 2025","July 10, 2025",Closed,Standard,Medium,W224,5
CC-2023-20653,Sandra Danvers,Weybridge,2023-05-21,2023-07-22,Closed,Complex (referred),,W194,5
CC-2024-22165,James Delgado,Northgate,2024-09-14,2024-10-15,Closed,Standard,Low,W199,4
CC-2023-18072,Brian Grady,Weybridge,2023-01-21,2023-02-20,Closed,std,,W182,1
CC-2025-15877,Daniel Lindquist,Weybridge,2025-01-11,2025-03-06,Closed,Review,Medium,W254,5
CC-2024-11870,Andrew Quill,Calder Central,04/12/2024,06/08/2024,Closed,Standard,Medium,W166,4
CC-2024-16099,Karen Hollis,Calder Central,2024-03-08,2024-08-25,Closed,Appeal,Medium,W227,0
CC-2025-14065,Kevin Ellery,Ash Hill,2025-01-26,2025-03-05,Closed,review,Low,W209,6
CC-2023-12747,Maria Okonkwo,Calder Central,"June 13, 2023","July 11, 2023",Closed,Standard,,W251,5
CC-2023-22943,Nancy Jarrett,Weybridge,2023-10-19,2023-11-16,Closed,std,,W149,2
CC-2025-23496,Amanda Iverson,Northgate,06/20/2025,08/02/2025,Closed,Complex,Low,W229,0
CC-2023-19859,James Hollis,Weybridge,2023-03-23,2023-04-15,Closed,normal,,W113,7
CC-2024-22569,Edward Delgado,Calder Central,2024-05-20,2024-07-04,Closed,Standard,Low,W231,0
CC-2024-12265,Edward Pemberton,Weybridge,09/06/2024,10/18/2024,Closed,Standard,Low,W132,5
CC-2023-17478,Paul Alvarez,Weybridge,2023-03-21,2023-04-14,Closed,Standard,,W115,1
CC-2025-18224,Edward Jarrett,Weybridge,2025-10-22,2025-12-17,Closed,standard - no issues,Low,W141,2
CC-2023-17042,James Grady,Northgate,2023-07-05,2023-08-09,Closed,Standard,,W229,3
CC-2025-24185,Karen Grady,Weybridge,2025-07-31,2025-12-05,Closed,Standard,Low,W224,5
CC 2023 19617,PAUL ELLERY,Weybridge,2023-03-29,2023-06-01,Closed,std,,W127,6
CC-2024-12358,Elizabeth Vance,Calder Central,05/09/2024,06/24/2024,Closed,appeals,High,W184,8
CC-2024-15867,Kenneth Carver,Calder Central,"February 12, 2024","March 26, 2024",Closed,Std.,,W225,4
CC-2023-23722,Ashley Iverson,Calder Central,2023-01-02,2023-01-18,Closed,standard,,W179,8
CC-2023-23364,Amanda Bennett,Northgate,2023-08-10,2023-08-25,Closed,Expedited,,W236,5
CC-2025-23548,James Eastwood,Northgate,2025-09-06,2025-11-04,Closed,Complex,Medium,W189,6
CC-2025-11062,Lisa Quill,Calder Central,2025-02-17,2024-07-01,Closed,complex case,Low,W256,3
CC-2025-18342,Joshua Fowler,Weybridge,2025-09-13,2025-10-08,Closed,exp,Low,W116,4
CC-2023-10483,Elizabeth Ellery,Ash Hill,11/17/2023,01/04/2024,Closed,Complex,,W200,5
CC-2024-12321,Mark Eastwood,Calder Central,2024-03-19,2024-05-06,Closed,Standard,Medium,W148,3
CC202522609,Lisa Rasmussen,Northgate,2025-06-03,2025-07-12,Closed,Review,High,W254,5
CC-2024-15087,Jessica Carver,Calder Central,2024-10-18,2025-02-13,Closed,Complex,Low,W194,3
CC-2024-18388,Ronald Grady,Northgate,06/11/2024,06/22/2024,Closed,Standard,Low,W174,5
CC-2025-17781,Thomas Rasmussen,Calder Central,2025-01-30,2025-03-04,Closed,Standard,Low,W114,3
CC 2024 14561,Daniel Whitlock,Northgate,2024-01-04,2024-01-17,Closed,Standard,,W149,3
CC-2025-19721,Nancy Underhill,Ash Hill,02/26/2025,03/14/2025,Closed,REVIEW,Low,W181,4
CC-2024-20464,Brian Ashford,Calder Central,2024-08-15,2024-09-12,Closed,Standard,Medium,W203,6
CC-2024-17945,Timothy Fowler,Calder Central,2024-02-28,2024-07-01,Closed,Standard,,W175,1
CC-2023-13583,William Ashford,Northgate,2023-07-30,2023-09-19,Closed,Standard,,W112,3
CC-2023-15496,Nancy Zamora,Calder Central,"November 4, 2023","July 1, 2024",Closed,Standard,,W205,3
CC-2024-13832,Edward Sedgwick,Weybridge,2024-03-18,2024-04-22,Closed,Standard,Medium,W215,4
CC-2024-23340,Donna Grady,Calder Central,09/11/2024,10/09/2024,Closed,std,Low,W246,1
CC-2023-20320,Andrew Pemberton,Calder Central,2023-03-26,2024-07-01,Closed,Standard,,W240,4
CC-2025-19645,Ashley Thorne,Northgate,2025-10-11,2025-11-02,Closed,Standard,Low,W252,4
CC-2023-16881,James Blackwood,Weybridge,08/25/2023,10/14/2023,Closed,Appeal - panel,,W115,4
CC-2024-21401,Andrew Lindquist,Calder Central,2024-12-12,2025-02-03,Closed,Review,High,W234,3
CC-2024-19213,Robert Danvers,Northgate,2024-12-03,2025-01-18,Closed,Complex,Low,W116,5
CC-2023-23651,Maria Pemberton,Calder Central,01/23/2023,02/17/2023,Closed,Standard,,W153,4
CC-2025-23996,Lisa Carver,Calder Central,2025-06-13,2025-08-02,Closed,Complex,Low,W154,5
CC-2025-14776,Barbara Eastwood,Calder Central,2025-11-22,2025-11-29,Closed,Expedited,Low,W233,3
CC-2024-11567,Jeffrey Danvers,Northgate,2024-12-31,2025-03-09,Closed,multi-agency,Low,W165,0
CC-2023-20374,Melissa Kessler,Northgate,2023-02-03,2023-05-10,Closed,rev,,W165,2
CC-2023-23615,Kimberly Underhill,Weybridge,11/22/2023,07/25/2023,Closed,Complex,,W240,0
CC-2025-18214,James Okonkwo,Ash Hill,2025-02-17,2024-05-29,Closed,Standard,Low,W171,5
CC-2023-10640,Sarah Sedgwick,Calder Central,12/10/2023,02/12/2024,Closed,Standard,,W109,3
CC-2025-17312,Emily Grady,Ash Hill,2025-09-05,2025-10-03,Closed,Standard,High,W256,1
CC-2024-13811,Andrew Ellery,Weybridge,05/12/2024,06/11/2024,Closed,Standard,Low,W101,7
CC-2024-20438,Richard Kessler,Calder Central,2024-01-13,2024-02-07,Closed,Standard,,W234,4
CC-2023-17290,David Zamora,Northgate,"December 8, 2023","January 1, 2024",Closed,Standard,,W255,2
CC-2023-14624,Kevin Quill,Northgate,04/26/2023,05/11/2023,Closed,Expedited,,W212,4
CC-2023-13088,Sarah Alvarez,Northgate,02/10/2023,04/27/2023,Closed,routine,,W128,4
CC-2023-23747,Emily Jarrett,Northgate,2023-10-12,2023-11-20,Closed,std,,W244,2
cc-2024-23153,JENNIFER LINDQUIST,Northgate,2024-08-20,2023-08-24,Closed,std,Medium,W164,5
CC-2023-24155,Margaret Delgado,Weybridge,2023-11-16,2023-12-07,Closed,Standard,,W214,3
CC-2025-14035,Susan Bennett,Calder Central,2025-01-25,2025-02-22,Closed,Review,Medium,W114,4
CC-2024-10730,Daniel Underhill,Calder Central,2024-08-30,2024-07-01,Closed,Standard,Medium,W172,7
CC-2024-19633,Joseph Lindquist,Weybridge,01/10/2024,02/28/2024,Closed,Review,,W150,2
CC-2024-12549,Patricia Rasmussen,Weybridge,2024-06-23,2024-07-20,Closed,Standard,Medium,W151,6
